job_title,skills,experience,salary
Data Engineer,"python, sql, ML, deep learning, cloud",Mid,110869.0
AI Engineer,"sql, deep learning, cloud",Senior,162302.0
Data Analyst,"python, cloud",Senior,111794.0
Machine Learning Engineer,"python, sql",Mid,113851.0
Business Analyst,"python, sql, ML",Senior,114427.0
Machine Learning Engineer,deep learning,Entry,104431.0
Machine Learning Engineer,"python, sql",Senior,160422.0
AI Engineer,"sql, cloud",Mid,144500.0
AI Engineer,"deep learning, cloud",Mid,162476.0
Machine Learning Engineer,"python, sql",Senior,163909.0
Business Analyst,"python, ML, deep learning, cloud",Entry,92563.0
AI Engineer,cloud,Senior,147030.0
Data Engineer,"python, sql, ML",Senior,118192.0
Data Scientist,"sql, ML, deep learning",Entry,79109.0
Data Engineer,"ML, deep learning",Senior,133432.0
Data Scientist,"python, sql, deep learning, cloud",Entry,77646.0
Business Analyst,"ML, deep learning",Senior,150273.0
Business Analyst,"ML, cloud",Mid,95593.0
Data Scientist,python,Mid,71078.0
Data Analyst,"sql, deep learning",Entry,61397.0
Business Analyst,"python, ML, cloud",Senior,127950.0
Machine Learning Engineer,"python, sql, ML, deep learning",Entry,115659.0
AI Engineer,"python, ML, deep learning, cloud",Mid,170468.0
Data Engineer,"ML, deep learning, cloud",Mid,137036.0
AI Engineer,"ML, deep learning, cloud",Entry,126330.0
Data Engineer,"python, sql, ML, deep learning, cloud",Entry,114292.0
Data Analyst,"python, deep learning, cloud",Entry,79222.0
Data Analyst,"python, ML, deep learning, cloud",Entry,94314.0
Data Engineer,"sql, ML, deep learning",Mid,106970.0
AI Engineer,"python, sql, cloud",Senior,168707.0
Data Analyst,deep learning,Entry,81821.0
Data Engineer,"sql, ML, cloud",Entry,75598.0
AI Engineer,"python, ML, cloud",Entry,116824.0
Data Analyst,"sql, ML, deep learning, cloud",Entry,106569.0
Data Scientist,"sql, deep learning, cloud",Mid,102523.0
Machine Learning Engineer,"python, deep learning",Mid,130370.0
Business Analyst,"ML, deep learning",Entry,79389.0
Data Scientist,"python, ML, deep learning",Mid,100959.0
Data Analyst,cloud,Mid,83992.0
AI Engineer,"sql, ML, deep learning",Senior,169611.0
Data Analyst,"sql, deep learning, cloud",Mid,99214.0
Business Analyst,"python, ML, cloud",Senior,122600.0
Data Analyst,"python, sql, ML",Senior,111280.0
Data Engineer,cloud,Entry,79252.0
Data Scientist,python,Mid,70954.0
Data Engineer,"python, sql, ML, deep learning",Mid,105803.0
Data Engineer,"sql, cloud",Senior,105697.0
AI Engineer,"sql, cloud",Entry,99630.0
Data Scientist,"sql, ML",Entry,83032.0
Machine Learning Engineer,"python, ML",Senior,150287.0
Data Analyst,"sql, deep learning",Entry,85929.0
Machine Learning Engineer,"python, sql, cloud",Senior,152366.0
AI Engineer,ML,Mid,129511.0
Machine Learning Engineer,sql,Mid,134636.0
Data Analyst,python,Mid,91996.0
Data Scientist,ML,Senior,114183.0
Data Analyst,"python, sql, ML, deep learning, cloud",Mid,134904.0
Data Engineer,"python, ML, cloud",Mid,97364.0
Data Analyst,"python, deep learning, cloud",Senior,123777.0
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,157151.0
Business Analyst,"python, sql, ML, deep learning",Mid,108845.0
Business Analyst,"sql, cloud",Entry,61026.0
AI Engineer,"python, sql, ML, cloud",Mid,141767.0
AI Engineer,ML,Senior,176257.0
Data Engineer,"sql, ML, deep learning, cloud",Entry,89456.0
AI Engineer,"sql, ML, cloud",Entry,110887.0
Data Analyst,"python, ML",Entry,63742.0
Data Scientist,"python, sql, ML, deep learning, cloud",Senior,140274.0
Business Analyst,"python, ML, deep learning, cloud",Entry,93280.0
Business Analyst,"python, sql, ML, cloud",Senior,128832.0
Data Engineer,"sql, cloud",Entry,64629.0
Data Scientist,deep learning,Mid,86276.0
Data Scientist,"python, sql, deep learning",Entry,81352.0
Business Analyst,ML,Senior,137980.0
Data Engineer,"python, ML, cloud",Mid,101090.0
Machine Learning Engineer,"sql, ML, cloud",Senior,165238.0
Data Engineer,"python, ML, deep learning, cloud",Mid,115562.0
Data Scientist,"python, cloud",Mid,85503.0
Data Analyst,"sql, deep learning",Senior,119552.0
Data Engineer,"sql, deep learning",Mid,88900.0
Data Engineer,"python, cloud",Entry,61763.0
Machine Learning Engineer,"ML, cloud",Mid,143994.0
Data Scientist,"sql, cloud",Mid,87760.0
Machine Learning Engineer,"python, deep learning, cloud",Entry,115386.0
Data Scientist,"sql, ML, deep learning, cloud",Senior,156645.0
Data Analyst,deep learning,Entry,69632.0
Data Scientist,"python, ML, deep learning, cloud",Mid,119963.0
Data Scientist,"python, sql, ML, deep learning",Mid,106100.0
Data Analyst,ML,Entry,88725.0
AI Engineer,"ML, cloud",Mid,137012.0
Data Scientist,"ML, deep learning, cloud",Senior,155846.0
Data Scientist,"sql, ML, deep learning",Senior,133969.0
Data Scientist,"python, sql, deep learning, cloud",Mid,99923.0
Business Analyst,"ML, cloud",Mid,118721.0
Business Analyst,"python, sql, deep learning",Senior,139779.0
Data Analyst,"sql, ML, cloud",Mid,96453.0
Machine Learning Engineer,"python, sql, ML",Entry,107608.0
Data Analyst,"deep learning, cloud",Senior,122561.0
Business Analyst,"python, ML",Senior,118995.0
Business Analyst,"ML, deep learning",Senior,134950.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Entry,149517.0
Machine Learning Engineer,"ML, deep learning, cloud",Entry,125848.0
AI Engineer,deep learning,Senior,156289.0
Data Engineer,"sql, ML",Entry,69704.0
Data Scientist,"python, ML, cloud",Senior,126948.0
Data Scientist,"sql, ML, deep learning",Senior,125746.0
Data Scientist,"python, deep learning, cloud",Mid,97433.0
AI Engineer,"python, sql, deep learning",Entry,106333.0
Business Analyst,deep learning,Mid,114595.0
Data Analyst,"sql, deep learning",Mid,92089.0
Business Analyst,"deep learning, cloud",Senior,125861.0
Data Engineer,"sql, cloud",Mid,84239.0
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,163350.0
Data Analyst,"sql, ML, deep learning, cloud",Mid,113030.0
Data Analyst,"python, ML, cloud",Entry,98641.0
Business Analyst,"sql, ML, cloud",Senior,147664.0
Data Engineer,python,Mid,74567.0
Business Analyst,"python, ML",Entry,64101.0
Business Analyst,"sql, ML, deep learning, cloud",Mid,115394.0
Data Scientist,"python, cloud",Senior,111263.0
Data Engineer,"python, sql, ML",Senior,115189.0
Data Scientist,"python, sql, cloud",Entry,58973.0
AI Engineer,"sql, deep learning, cloud",Senior,160977.0
Data Analyst,"sql, deep learning",Mid,92536.0
Data Analyst,"python, cloud",Senior,105724.0
Business Analyst,"ML, deep learning",Entry,81420.0
Data Analyst,"python, sql, cloud",Entry,63906.0
Machine Learning Engineer,"sql, ML, cloud",Mid,144652.0
Data Analyst,"python, sql, ML, cloud",Entry,77343.0
Business Analyst,ML,Mid,93219.0
AI Engineer,"python, sql, cloud",Senior,166475.0
Data Analyst,"python, ML, cloud",Senior,124847.0
Business Analyst,"ML, cloud",Mid,101474.0
Data Engineer,ML,Entry,65978.0
Business Analyst,"python, deep learning, cloud",Senior,145259.0
Machine Learning Engineer,cloud,Entry,117614.0
Data Analyst,"python, sql, cloud",Senior,111363.0
Data Engineer,"python, ML",Mid,94473.0
Business Analyst,cloud,Mid,88362.0
Data Analyst,"sql, ML",Entry,89685.0
AI Engineer,"python, cloud",Entry,121269.0
Data Scientist,"python, sql, ML",Entry,62959.0
Machine Learning Engineer,"python, cloud",Senior,146451.0
AI Engineer,"sql, ML",Mid,129399.0
Data Scientist,"python, deep learning, cloud",Entry,93954.0
AI Engineer,"deep learning, cloud",Entry,112356.0
Data Engineer,"python, ML, cloud",Senior,140671.0
Machine Learning Engineer,"sql, ML",Entry,109155.0
Data Engineer,"deep learning, cloud",Senior,124858.0
Data Engineer,"ML, deep learning, cloud",Mid,133753.0
Business Analyst,"ML, deep learning, cloud",Mid,139691.0
Data Engineer,deep learning,Entry,60375.0
Machine Learning Engineer,"python, ML, cloud",Entry,135386.0
Data Analyst,"ML, deep learning",Entry,77407.0
AI Engineer,deep learning,Mid,133390.0
Data Engineer,"python, sql, ML, deep learning, cloud",Entry,92250.0
Data Analyst,"python, deep learning",Senior,119556.0
Data Scientist,"python, sql, deep learning, cloud",Entry,77914.0
Machine Learning Engineer,"sql, cloud",Entry,101978.0
Machine Learning Engineer,"python, sql, deep learning, cloud",Mid,141478.0
Machine Learning Engineer,"python, ML, deep learning, cloud",Senior,176993.0
Data Engineer,sql,Senior,95176.0
Data Scientist,cloud,Senior,110952.0
Data Scientist,"ML, deep learning, cloud",Entry,94636.0
Data Scientist,cloud,Mid,106932.0
Data Engineer,"deep learning, cloud",Mid,101273.0
Data Engineer,ML,Entry,61644.0
Machine Learning Engineer,"sql, ML, deep learning",Mid,147179.0
Data Scientist,python,Entry,66708.0
Data Analyst,"deep learning, cloud",Senior,129074.0
Business Analyst,"python, sql, ML, deep learning",Entry,82624.0
Machine Learning Engineer,"python, ML, cloud",Entry,119821.0
Machine Learning Engineer,"python, sql, ML, deep learning, cloud",Mid,170658.0
Data Engineer,"sql, ML, deep learning",Mid,108534.0
Data Engineer,"python, cloud",Entry,64395.0
Data Scientist,"python, sql, deep learning, cloud",Entry,91833.0
Machine Learning Engineer,"ML, cloud",Senior,162334.0
Data Engineer,python,Mid,74393.0
Data Scientist,"python, cloud",Senior,110048.0
Data Analyst,"deep learning, cloud",Entry,79117.0
Business Analyst,ML,Senior,117583.0
Data Engineer,ML,Entry,65988.0
Data Analyst,"ML, cloud",Entry,75803.0
Data Engineer,"sql, ML, cloud",Senior,126170.0
AI Engineer,"python, ML, deep learning, cloud",Entry,128283.0
Business Analyst,"sql, deep learning",Mid,112021.0
Business Analyst,"python, sql, deep learning, cloud",Senior,122765.0
Data Scientist,"python, ML",Entry,61850.0
Machine Learning Engineer,"deep learning, cloud",Mid,135119.0
Data Analyst,cloud,Entry,57661.0
Business Analyst,"sql, ML, deep learning, cloud",Entry,108407.0
Data Scientist,"python, sql, cloud",Entry,83618.0
Data Engineer,"python, sql, ML, deep learning",Senior,128926.0
Data Analyst,cloud,Mid,89417.0
Machine Learning Engineer,"ML, deep learning, cloud",Entry,131494.0
Data Analyst,ML,Mid,91380.0
Business Analyst,"python, deep learning",Mid,85224.0
Data Engineer,"python, cloud",Mid,102512.0
AI Engineer,ML,Mid,127182.0
Data Engineer,"python, sql, ML, cloud",Mid,101463.0
Business Analyst,"deep learning, cloud",Mid,100819.0
Data Engineer,"ML, deep learning, cloud",Entry,90643.0
Business Analyst,"python, deep learning, cloud",Senior,127244.0
Machine Learning Engineer,"sql, ML",Mid,146499.0
AI Engineer,"sql, ML, cloud",Mid,140068.0
AI Engineer,"sql, ML",Mid,133046.0
AI Engineer,"python, cloud",Entry,104174.0
Data Scientist,"python, sql, ML, cloud",Senior,128556.0
Data Analyst,"sql, deep learning, cloud",Mid,121358.0
Data Engineer,"python, ML, cloud",Entry,76303.0
Data Analyst,"ML, deep learning, cloud",Senior,156007.0
AI Engineer,"sql, ML, deep learning",Mid,143343.0
Business Analyst,"sql, deep learning",Mid,93370.0
Machine Learning Engineer,ML,Senior,151454.0
Data Scientist,"sql, ML, deep learning, cloud",Entry,89376.0
Data Engineer,"python, deep learning, cloud",Senior,126736.0
AI Engineer,python,Entry,88190.0
Machine Learning Engineer,"python, sql, deep learning, cloud",Entry,118644.0
AI Engineer,"python, sql, ML, deep learning, cloud",Entry,149216.0
AI Engineer,"python, deep learning, cloud",Entry,118220.0
Data Scientist,"sql, deep learning, cloud",Senior,127877.0
Business Analyst,python,Senior,95296.0
Data Scientist,"python, ML, deep learning",Entry,79811.0
Business Analyst,"python, ML, deep learning, cloud",Senior,140588.0
AI Engineer,deep learning,Mid,149879.0
Business Analyst,"python, deep learning",Senior,112443.0
Data Analyst,"sql, ML",Entry,61355.0
Data Scientist,"sql, deep learning, cloud",Senior,125399.0
Data Engineer,"sql, deep learning, cloud",Mid,103435.0
Data Scientist,"deep learning, cloud",Senior,146070.0
Business Analyst,"python, ML, deep learning",Entry,84751.0
Data Engineer,"python, ML",Mid,94522.0
Machine Learning Engineer,sql,Senior,155407.0
Business Analyst,"sql, ML, deep learning",Mid,128538.0
Data Analyst,"sql, ML, deep learning",Entry,77351.0
AI Engineer,"ML, cloud",Entry,112104.0
Machine Learning Engineer,ML,Entry,127265.0
Data Analyst,deep learning,Senior,133299.0
AI Engineer,"deep learning, cloud",Mid,140596.0
Machine Learning Engineer,"sql, deep learning",Mid,154097.0
Data Analyst,"deep learning, cloud",Mid,102278.0
AI Engineer,"python, sql, deep learning",Mid,149551.0
Data Scientist,"sql, deep learning, cloud",Senior,149048.0
Data Analyst,"python, ML, cloud",Entry,73068.0
Data Engineer,"python, deep learning, cloud",Mid,98723.0
Data Engineer,"python, ML, cloud",Senior,129793.0
Data Scientist,"ML, deep learning",Mid,100929.0
Data Scientist,"sql, ML",Mid,87456.0
Business Analyst,"python, sql, ML",Mid,113051.0
Business Analyst,"python, sql, deep learning",Mid,113565.0
Machine Learning Engineer,"sql, deep learning",Mid,150612.0
Business Analyst,cloud,Senior,109697.0
AI Engineer,"sql, deep learning, cloud",Entry,114496.0
Data Analyst,"python, ML",Senior,131990.0
Data Scientist,"python, ML, deep learning",Mid,121218.0
Data Scientist,"ML, deep learning, cloud",Mid,113611.0
Machine Learning Engineer,"python, sql, ML, cloud",Senior,169856.0
Data Engineer,"python, sql, deep learning",Entry,83432.0
Data Analyst,"python, sql, ML, cloud",Senior,124093.0
Data Scientist,cloud,Mid,80865.0
AI Engineer,"python, sql, ML, deep learning, cloud",Mid,156222.0
AI Engineer,"sql, ML",Entry,122584.0
Data Analyst,"python, sql, deep learning, cloud",Mid,100245.0
Data Analyst,"python, sql, cloud",Mid,89077.0
AI Engineer,"python, deep learning",Senior,157824.0
AI Engineer,"sql, deep learning, cloud",Senior,165687.0
Data Engineer,"python, ML, cloud",Entry,91980.0
Data Analyst,"python, sql, deep learning",Entry,67859.0
Data Engineer,"python, ML, deep learning",Entry,95208.0
Data Scientist,"python, sql, deep learning, cloud",Mid,98064.0
Machine Learning Engineer,"python, sql, ML, deep learning",Senior,169587.0
AI Engineer,ML,Entry,121069.0
AI Engineer,"python, cloud",Entry,104636.0
Business Analyst,"python, ML, cloud",Senior,129478.0
Machine Learning Engineer,sql,Mid,116417.0
AI Engineer,"sql, cloud",Entry,102507.0
Data Engineer,"ML, deep learning, cloud",Senior,135724.0
Data Analyst,"python, sql, cloud",Entry,63241.0
AI Engineer,"python, deep learning, cloud",Entry,119035.0
Machine Learning Engineer,"python, sql, ML, deep learning",Entry,123151.0
Data Engineer,deep learning,Entry,60206.0
AI Engineer,python,Senior,139013.0
Machine Learning Engineer,sql,Mid,119920.0
Data Scientist,cloud,Senior,105059.0
Data Engineer,"python, sql, ML, deep learning, cloud",Senior,163312.0
Data Engineer,"python, cloud",Mid,84263.0
Data Scientist,python,Entry,52440.0
Data Analyst,"sql, cloud",Entry,59360.0
AI Engineer,"ML, cloud",Entry,130120.0
AI Engineer,"sql, ML, cloud",Mid,144544.0
Business Analyst,"ML, deep learning",Senior,125385.0
Data Analyst,"sql, ML, deep learning",Mid,124808.0
Machine Learning Engineer,"sql, deep learning",Entry,104787.0
Data Scientist,"python, ML, cloud",Mid,95848.0
Data Engineer,"python, ML, cloud",Entry,77850.0
Business Analyst,"python, sql, ML, cloud",Mid,97863.0
AI Engineer,"sql, ML, deep learning",Mid,141397.0
Data Scientist,cloud,Senior,125227.0
Business Analyst,python,Mid,71944.0
AI Engineer,"deep learning, cloud",Entry,112342.0
Data Engineer,"sql, ML, deep learning, cloud",Senior,162028.0
Data Analyst,"python, ML, deep learning",Entry,76759.0
Data Analyst,"sql, deep learning",Mid,93125.0
AI Engineer,"sql, cloud",Entry,102650.0
Business Analyst,"python, deep learning",Entry,65947.0
Machine Learning Engineer,python,Mid,130396.0
Data Scientist,"sql, deep learning, cloud",Senior,144814.0
AI Engineer,"python, sql",Senior,163799.0
Data Scientist,"python, sql, ML, deep learning",Mid,101312.0
Data Analyst,python,Senior,101152.0
Business Analyst,"sql, ML, cloud",Senior,122915.0
AI Engineer,"python, ML, cloud",Mid,140876.0
Data Engineer,"sql, deep learning",Mid,86670.0
AI Engineer,"ML, deep learning",Senior,167346.0
Data Scientist,"python, deep learning, cloud",Senior,123215.0
Business Analyst,"python, ML, cloud",Senior,127233.0
AI Engineer,"python, deep learning, cloud",Entry,110944.0
Data Scientist,"python, ML, deep learning, cloud",Senior,143454.0
Data Scientist,ML,Entry,62092.0
Data Engineer,"python, sql, ML, cloud",Senior,141103.0
Machine Learning Engineer,"python, ML, cloud",Entry,113783.0
Data Engineer,"python, deep learning",Senior,115817.0
Data Scientist,"python, ML",Mid,88329.0
AI Engineer,"deep learning, cloud",Senior,164250.0
Business Analyst,"python, sql, ML, deep learning, cloud",Entry,113469.0
Data Scientist,"sql, deep learning",Senior,112097.0
Machine Learning Engineer,"python, deep learning",Senior,157550.0
Machine Learning Engineer,"python, deep learning",Mid,128623.0
Data Analyst,sql,Mid,70316.0
Data Scientist,"sql, ML",Senior,113479.0
Business Analyst,"python, deep learning",Senior,139900.0
Data Engineer,"python, sql, deep learning",Mid,87919.0
Machine Learning Engineer,"python, deep learning",Senior,155819.0
Business Analyst,"sql, ML, deep learning, cloud",Mid,132800.0
Data Engineer,"python, deep learning",Entry,64202.0
AI Engineer,"python, deep learning",Mid,126875.0
Data Engineer,"python, sql, deep learning, cloud",Senior,141831.0
Machine Learning Engineer,cloud,Mid,120112.0
Data Engineer,"ML, cloud",Entry,74093.0
AI Engineer,"deep learning, cloud",Senior,162858.0
Business Analyst,"python, sql, ML, deep learning, cloud",Senior,158120.0
Machine Learning Engineer,"sql, deep learning, cloud",Entry,114295.0
Business Analyst,cloud,Senior,128011.0
Data Analyst,sql,Entry,71177.0
Data Engineer,sql,Entry,73105.0
Data Engineer,"sql, ML, deep learning",Entry,102241.0
Data Scientist,"sql, ML, deep learning, cloud",Senior,136399.0
Data Scientist,"sql, ML, deep learning, cloud",Mid,134850.0
Data Engineer,"python, sql",Senior,97518.0
Data Engineer,"python, sql, cloud",Senior,113962.0
Data Engineer,"sql, ML, cloud",Mid,101458.0
